维度细分,变量名,数值类型,解释,是否上线,上线时间,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp7_15_cnt,double,"在贷订单且借款期限为[8,15]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp16_30_cnt,double,"在贷订单且借款期限为[16,30]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp31_60_cnt,double,"在贷订单且借款期限为[31,60]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp61_90_cnt,double,"在贷订单且借款期限为[61,90]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp91_180_cnt,double,"在贷订单且借款期限为[91,180]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp181_360_cnt,double,"在贷订单且借款期限为[181,360]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_term_grp_gt360_cnt,double,在贷订单且借款期限>360天内的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp0_7_cnt,double,"核销订单且借款期限为[0,7]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp7_15_cnt,double,"核销订单且借款期限为[8,15]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp16_30_cnt,double,"核销订单且借款期限为[16,30]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp31_60_cnt,double,"核销订单且借款期限为[31,60]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp61_90_cnt,double,"核销订单且借款期限为[61,90]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp91_180_cnt,double,"核销订单且借款期限为[91,180]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp181_360_cnt,double,"核销订单且借款期限为[181,360]天内的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_term_grp_gt360_cnt,double,核销订单且借款期限>360天内的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp0_7_dpd_n_max,double,"借款期限为[0,7]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp7_15_dpd_n_max,double,"借款期限为[8,15]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp16_30_dpd_n_max,double,"借款期限为[16,30]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp31_60_dpd_n_max,double,"借款期限为[31,60]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp61_90_dpd_n_max,double,"借款期限为[61,90]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp91_180_dpd_n_max,double,"借款期限为[91,180]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp181_360_dpd_n_max,double,"借款期限为[181,360]天内的订单当前逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp_gt360_dpd_n_max,double,借款期限>360天内的订单当前逾期天数最大值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp0_7_dpd_m_max,double,"借款期限为[0,7]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp7_15_dpd_m_max,double,"借款期限为[8,15]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp16_30_dpd_m_max,double,"借款期限为[16,30]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp31_60_dpd_m_max,double,"借款期限为[31,60]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp61_90_dpd_m_max,double,"借款期限为[61,90]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp91_180_dpd_m_max,double,"借款期限为[91,180]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp181_360_dpd_m_max,double,"借款期限为[181,360]天内的订单最大逾期天数最大值",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_term_grp_gt360_dpd_m_max,double,借款期限>360天内的订单最大逾期天数最大值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_plt_rn_gt1_pcnt_3d,double,近3天放款>1次的平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pcnt_3d,double,近3天放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t1_pcnt_3d,double,近3天市场规模为t1的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t2_pcnt_3d,double,近3天市场规模为t2的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t3_pcnt_3d,double,近3天市场规模为t3的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t4_pcnt_3d,double,近3天市场规模为t4的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_tier_max_3d,double,近3天放款平台对应的市场规模最大值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_tier_min_3d,double,近3天放款平台对应的市场规模最小值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_tier_avg_3d,double,近3天放款平台对应的市场规模平均值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t1_pcnt_3d,double,近3天风险等级为t1的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t2_pcnt_3d,double,近3天风险等级为t2的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t3_pcnt_3d,double,近3天风险等级为t3的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t4_pcnt_3d,double,近3天风险等级为t4的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t5_pcnt_3d,double,近3天风险等级为t5的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_tier_max_3d,double,近3天放款平台对应的风险等级最大值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_tier_min_3d,double,近3天放款平台对应的风险等级最小值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_tier_avg_3d,double,近3天放款平台对应的风险等级平均值,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_prod_cash_pcnt_3d,double,近3天产品类型为类尊享贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_prod_fancy_pcnt_3d,double,近3天产品类型为类畅享贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol12_risk123_pcnt_3d,double,近3天规模大且风险低的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol34_risk45_pcnt_3d,double,近3天规模小且风险高的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_plt_inc_adkm_3d,double,近3天放款平台包含ADAKAMI,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_plt_inc_esch_3d,double,近3天放款平台包含EASYCASH,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_plt_inc_kdpt_3d,double,近3天放款平台包含KREDITPINTAR,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_pl_pcnt_3d,double,近3天借款类型为先享后付的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_cl_pcnt_3d,double,近3天借款类型为现金分期的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_oth_pcnt_3d,double,近3天借款类型为其他的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_l_pcnt_3d,double,近3天借款状态为已结清的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_pcnt_3d,double,近3天借款状态为在贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_pcnt_3d,double,近3天借款状态为核销的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_l_pcnt_3d,double,近3天先享后付且已结清的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_o_pcnt_3d,double,近3天先享后付且在贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_w_pcnt_3d,double,近3天先享后付且核销的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_l_pcnt_3d,double,近3天现金分期且已结清的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_o_pcnt_3d,double,近3天现金分期且在贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_w_pcnt_3d,double,近3天现金分期且核销的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_l_pcnt_3d,double,近3天借款类型为其他且已结清的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_o_pcnt_3d,double,近3天借款类型为其他且在贷的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_w_pcnt_3d,double,近3天借款类型为其他且核销的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_1_pcnt_3d,double,近3天当前逾期为0天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_2_pcnt_3d,double,"近3天当前逾期为[1,30]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_3_pcnt_3d,double,"近3天当前逾期为[31,60]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_4_pcnt_3d,double,"近3天当前逾期为[61,90]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_5_pcnt_3d,double,近3天当前逾期>90天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_1_pcnt_3d,double,近3天先享后付且当前逾期为0天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_2_pcnt_3d,double,"近3天先享后付且当前逾期为[1,30]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_3_pcnt_3d,double,"近3天先享后付且当前逾期为[31,60]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_4_pcnt_3d,double,"近3天先享后付且当前逾期为[61,90]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_5_pcnt_3d,double,近3天先享后付且当前逾期>90天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_1_pcnt_3d,double,近3天现金分期且当前逾期为0天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_2_pcnt_3d,double,"近3天现金分期且当前逾期为[1,30]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_3_pcnt_3d,double,"近3天现金分期且当前逾期为[31,60]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_4_pcnt_3d,double,"近3天现金分期且当前逾期为[61,90]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_5_pcnt_3d,double,近3天现金分期且当前逾期>90天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_1_pcnt_3d,double,近3天借款类型为其他且当前逾期为0天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_2_pcnt_3d,double,"近3天借款类型为其他且当前逾期为[1,30]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_3_pcnt_3d,double,"近3天借款类型为其他且当前逾期为[31,60]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_4_pcnt_3d,double,"近3天借款类型为其他且当前逾期为[61,90]天的放款平台数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_5_pcnt_3d,double,近3天借款类型为其他且当前逾期>90天的放款平台数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cnt_3d,double,近3天放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t1_cnt_3d,double,近3天市场规模为t1的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t2_cnt_3d,double,近3天市场规模为t2的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t3_cnt_3d,double,近3天市场规模为t3的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t4_cnt_3d,double,近3天市场规模为t4的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t1_cnt_3d,double,近3天风险等级为t1的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t2_cnt_3d,double,近3天风险等级为t2的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t3_cnt_3d,double,近3天风险等级为t3的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t4_cnt_3d,double,近3天风险等级为t4的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t5_cnt_3d,double,近3天风险等级为t5的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_prod_cash_cnt_3d,double,近3天产品类型为类尊享贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_prod_fancy_cnt_3d,double,近3天产品类型为类畅享贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol12_risk123_cnt_3d,double,近3天规模大且风险低的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol34_risk45_cnt_3d,double,近3天规模小且风险高的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_adkm_cnt_3d,double,近3天ADAKAMI的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_esch_cnt_3d,double,近3天EASYCASH的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_kdpt_cnt_3d,double,近3天KREDITPINTAR的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_pl_cnt_3d,double,近3天借款类型为先享后付的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_cl_cnt_3d,double,近3天借款类型为现金分期的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_type_oth_cnt_3d,double,近3天借款类型为其他的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_l_cnt_3d,double,近3天借款状态为已结清的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_o_cnt_3d,double,近3天借款状态为在贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_status_w_cnt_3d,double,近3天借款状态为核销的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_l_cnt_3d,double,近3天先享后付且已结清的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_o_cnt_3d,double,近3天先享后付且在贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_status_w_cnt_3d,double,近3天先享后付且核销的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_l_cnt_3d,double,近3天现金分期且已结清的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_o_cnt_3d,double,近3天现金分期且在贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_status_w_cnt_3d,double,近3天现金分期且核销的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_l_cnt_3d,double,近3天借款类型为其他且已结清的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_o_cnt_3d,double,近3天借款类型为其他且在贷的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_status_w_cnt_3d,double,近3天借款类型为其他且核销的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_1_cnt_3d,double,近3天当前逾期为0天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_2_cnt_3d,double,"近3天当前逾期为[1,30]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_3_cnt_3d,double,"近3天当前逾期为[31,60]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_4_cnt_3d,double,"近3天当前逾期为[61,90]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_quality_5_cnt_3d,double,近3天当前逾期>90天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_1_cnt_3d,double,近3天先享后付且当前逾期为0天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_2_cnt_3d,double,"近3天先享后付且当前逾期为[1,30]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_3_cnt_3d,double,"近3天先享后付且当前逾期为[31,60]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_4_cnt_3d,double,"近3天先享后付且当前逾期为[61,90]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_pl_quality_5_cnt_3d,double,近3天先享后付且当前逾期>90天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_1_cnt_3d,double,近3天现金分期且当前逾期为0天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_2_cnt_3d,double,"近3天现金分期且当前逾期为[1,30]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_3_cnt_3d,double,"近3天现金分期且当前逾期为[31,60]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_4_cnt_3d,double,"近3天现金分期且当前逾期为[61,90]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_cl_quality_5_cnt_3d,double,近3天现金分期且当前逾期>90天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_1_cnt_3d,double,近3天借款类型为其他且当前逾期为0天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_2_cnt_3d,double,"近3天借款类型为其他且当前逾期为[1,30]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_3_cnt_3d,double,"近3天借款类型为其他且当前逾期为[31,60]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_4_cnt_3d,double,"近3天借款类型为其他且当前逾期为[61,90]天的放款笔数",,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_oth_quality_5_cnt_3d,double,近3天借款类型为其他且当前逾期>90天的放款笔数,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_amt_sum_3d,double,近3天放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t1_amt_sum_3d,double,近3天市场规模为t1的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t2_amt_sum_3d,double,近3天市场规模为t2的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t3_amt_sum_3d,double,近3天市场规模为t3的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_vol_t4_amt_sum_3d,double,近3天市场规模为t4的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t1_amt_sum_3d,double,近3天风险等级为t1的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t2_amt_sum_3d,double,近3天风险等级为t2的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC放款,idn_fdc_loan_risk_t3_amt_sum_3d,double,近3天风险等级为t3的放款金额求和,,2025-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
