维度细分,变量名,数值类型,解释,是否上线,上线时间,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_pct,double,IVR语音提醒成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_max,double,IVR语音提醒的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_avg,double,IVR语音提醒的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_cnt_7d,double,最近7天IVR语音提醒成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_pct_7d,double,最近7天IVR语音提醒成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_max_7d,double,最近7天IVR语音提醒的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_avg_7d,double,最近7天IVR语音提醒的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_cnt_30d,double,最近30天IVR语音提醒成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_pct_30d,double,最近30天IVR语音提醒成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_max_30d,double,最近30天IVR语音提醒的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_avg_30d,double,最近30天IVR语音提醒的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_cnt_60d,double,最近60天IVR语音提醒成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_success_pct_60d,double,最近60天IVR语音提醒成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_max_60d,double,最近60天IVR语音提醒的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_notice_duration_avg_60d,double,最近60天IVR语音提醒的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_days_max,double,KMI外呼成功的最大天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_days_min,double,KMI外呼成功的最小天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_days_avg,double,KMI外呼成功的平均天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_cnt,double,KMI外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_pct,double,KMI外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_max,double,KMI外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_avg,double,KMI外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_max,double,KMI外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_avg,double,KMI外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_cnt_7d,double,最近7天KMI外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_pct_7d,double,最近7天KMI外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_max_7d,double,最近7天KMI外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_avg_7d,double,最近7天KMI外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_max_7d,double,最近7天KMI外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_avg_7d,double,最近7天KMI外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_cnt_30d,double,最近30天KMI外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_pct_30d,double,最近30天KMI外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_max_30d,double,最近30天KMI外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_avg_30d,double,最近30天KMI外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_max_30d,double,最近30天KMI外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_avg_30d,double,最近30天KMI外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_cnt_60d,double,最近60天KMI外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_success_pct_60d,double,最近60天KMI外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_max_60d,double,最近60天KMI外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_call_duration_avg_60d,double,最近60天KMI外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_max_60d,double,最近60天KMI外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_kmi_ring_duration_avg_60d,double,最近60天KMI外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_days_max,double,NX外呼成功的最大天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_days_min,double,NX外呼成功的最小天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_days_avg,double,NX外呼成功的平均天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_cnt,double,NX外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_pct,double,NX外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_max,double,NX外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_avg,double,NX外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_max,double,NX外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_avg,double,NX外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_cnt_7d,double,最近7天NX外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_pct_7d,double,最近7天NX外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_max_7d,double,最近7天NX外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_avg_7d,double,最近7天NX外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_max_7d,double,最近7天NX外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_avg_7d,double,最近7天NX外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_cnt_30d,double,最近30天NX外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_pct_30d,double,最近30天NX外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_max_30d,double,最近30天NX外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_avg_30d,double,最近30天NX外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_max_30d,double,最近30天NX外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_avg_30d,double,最近30天NX外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_cnt_60d,double,最近60天NX外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_success_pct_60d,double,最近60天NX外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_max_60d,double,最近60天NX外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_call_duration_avg_60d,double,最近60天NX外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_max_60d,double,最近60天NX外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_nx_ring_duration_avg_60d,double,最近60天NX外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_days_max,double,IVR外呼成功的最大天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_days_min,double,IVR外呼成功的最小天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_days_avg,double,IVR外呼成功的平均天数差,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_cnt,double,IVR外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_pct,double,IVR外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_max,double,IVR外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_avg,double,IVR外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_max,double,IVR外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_avg,double,IVR外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_cnt_7d,double,最近7天IVR外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_pct_7d,double,最近7天IVR外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_max_7d,double,最近7天IVR外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_avg_7d,double,最近7天IVR外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_max_7d,double,最近7天IVR外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_avg_7d,double,最近7天IVR外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_cnt_30d,double,最近30天IVR外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_pct_30d,double,最近30天IVR外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_max_30d,double,最近30天IVR外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_avg_30d,double,最近30天IVR外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_max_30d,double,最近30天IVR外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_avg_30d,double,最近30天IVR外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_cnt_60d,double,最近60天IVR外呼成功的次数,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_success_pct_60d,double,最近60天IVR外呼成功的占比,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_max_60d,double,最近60天IVR外呼的最大持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_call_duration_avg_60d,double,最近60天IVR外呼的平均持续时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_max_60d,double,最近60天IVR外呼的最大振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivr行为,col_ivr_ring_duration_avg_60d,double,最近60天IVR外呼的平均振铃时间,1,2025-04,2025-07-26数据库变更，不建议使用，等待重构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
